CookerStat, GenerateAssetRegistry=0.022419, Initialize=0.115685, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.972538, FlushAsyncLoading=0.011068, FlushStreamingFunc=0.066701, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=1.333691, TagPackageExports=10.514275, BeginCacheForCookedPlatformData=0.003874, SerializeImports=11.692155, GatherLocalizableTextData=31.742920, MarkNames=0.099082, SerializeSummary=0.019647, SerializeNames=0.307754, SerializeGatherableTextData=0.357572, BuildExportMap=0.247143, SortExportsNonSeekfree=2.637494, SortExportsSeekfreeConstructor=0.061441, SortExportsSeekfreeInner=14.231950, SortExportsSeekfree=0.004705, BuildDependencyMap=0.180170, SerializeImportMap=0.022974, SerializeExportMap=0.105165, SerializeDependencyMap=0.038192, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.206586, SerializeExports=19.229353, SerializeBulkData=0.024352, MoveFile=3.780778, UnaccountedTime=1.373269, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_46, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.923783, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.087179, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.231370, TagPackageExports=6.723810, BeginCacheForCookedPlatformData=0.003044, SerializeImports=8.162395, GatherLocalizableTextData=280.192108, MarkNames=0.827782, SerializeSummary=0.019927, SerializeNames=0.317439, SerializeGatherableTextData=2.883255, BuildExportMap=0.233579, SortExportsNonSeekfree=2.706409, SortExportsSeekfreeConstructor=0.065867, SortExportsSeekfreeInner=10.839466, SortExportsSeekfree=0.004429, BuildDependencyMap=0.194281, SerializeImportMap=0.014391, SerializeExportMap=0.097141, SerializeDependencyMap=0.026014, SerializeStringAssetReferenceMap=0.014666, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.909070, SerializeExports=15.523579, SerializeBulkData=0.017989, MoveFile=4.435308, UnaccountedTime=1.394581, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_47, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.943430, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.084136, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.258490, TagPackageExports=9.834006, BeginCacheForCookedPlatformData=0.004429, SerializeImports=11.071663, GatherLocalizableTextData=286.876892, MarkNames=1.086824, SerializeSummary=0.020482, SerializeNames=0.345670, SerializeGatherableTextData=2.956316, BuildExportMap=0.235520, SortExportsNonSeekfree=3.395256, SortExportsSeekfreeConstructor=0.076938, SortExportsSeekfreeInner=13.914235, SortExportsSeekfree=0.005811, BuildDependencyMap=0.199821, SerializeImportMap=0.024077, SerializeExportMap=0.149451, SerializeDependencyMap=0.027951, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.381217, SerializeExports=20.290442, SerializeBulkData=0.008855, MoveFile=3.779944, UnaccountedTime=1.497809, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_48, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.913546, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.090223, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.226665, TagPackageExports=9.903751, BeginCacheForCookedPlatformData=0.003044, SerializeImports=11.779055, GatherLocalizableTextData=47.581726, MarkNames=0.114299, SerializeSummary=0.015777, SerializeNames=0.304710, SerializeGatherableTextData=0.418454, BuildExportMap=0.225283, SortExportsNonSeekfree=3.274035, SortExportsSeekfreeConstructor=0.055350, SortExportsSeekfreeInner=14.468856, SortExportsSeekfree=0.004429, BuildDependencyMap=0.211440, SerializeImportMap=0.014115, SerializeExportMap=0.121497, SerializeDependencyMap=0.070021, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.531495, SerializeExports=20.023924, SerializeBulkData=0.006642, MoveFile=4.442781, UnaccountedTime=1.417547, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_49, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.822768, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.065591, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.241887, TagPackageExports=9.884932, BeginCacheForCookedPlatformData=0.003044, SerializeImports=11.618260, GatherLocalizableTextData=46.304768, MarkNames=0.109043, SerializeSummary=0.019096, SerializeNames=0.287551, SerializeGatherableTextData=0.405174, BuildExportMap=0.221957, SortExportsNonSeekfree=3.266286, SortExportsSeekfreeConstructor=0.057291, SortExportsSeekfreeInner=14.299758, SortExportsSeekfree=0.004705, BuildDependencyMap=0.202861, SerializeImportMap=0.014115, SerializeExportMap=0.130076, SerializeDependencyMap=0.068914, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.375681, SerializeExports=19.991543, SerializeBulkData=0.004981, MoveFile=4.360028, UnaccountedTime=1.464598, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_50, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.026430, FlushAsyncLoading=0.008579, FlushStreamingFunc=0.066698, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.265963, TagPackageExports=10.008920, BeginCacheForCookedPlatformData=0.003874, SerializeImports=11.824164, GatherLocalizableTextData=47.533291, MarkNames=0.126477, SerializeSummary=0.022143, SerializeNames=0.275373, SerializeGatherableTextData=0.403788, BuildExportMap=0.225279, SortExportsNonSeekfree=3.360107, SortExportsSeekfreeConstructor=0.057843, SortExportsSeekfreeInner=14.687218, SortExportsSeekfree=0.005532, BuildDependencyMap=0.210062, SerializeImportMap=0.015501, SerializeExportMap=0.122324, SerializeDependencyMap=0.060886, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.638046, SerializeExports=20.487215, SerializeBulkData=0.006918, MoveFile=4.339274, UnaccountedTime=1.371887, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_51, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.947864, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.116237, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.248525, TagPackageExports=9.705592, BeginCacheForCookedPlatformData=0.002764, SerializeImports=11.618815, GatherLocalizableTextData=47.213634, MarkNames=0.105724, SerializeSummary=0.014666, SerializeNames=0.308029, SerializeGatherableTextData=0.428975, BuildExportMap=0.234690, SortExportsNonSeekfree=3.276527, SortExportsSeekfreeConstructor=0.056736, SortExportsSeekfreeInner=14.542472, SortExportsSeekfree=0.004429, BuildDependencyMap=0.202585, SerializeImportMap=0.014670, SerializeExportMap=0.120666, SerializeDependencyMap=0.064760, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.439059, SerializeExports=20.050213, SerializeBulkData=0.006642, MoveFile=4.228845, UnaccountedTime=0.258770, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_52, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=9.046908, FlushAsyncLoading=0.009134, FlushStreamingFunc=0.064760, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.278693, TagPackageExports=25.153891, BeginCacheForCookedPlatformData=0.004984, SerializeImports=25.794861, GatherLocalizableTextData=13.165605, MarkNames=0.078876, SerializeSummary=0.014946, SerializeNames=0.095483, SerializeGatherableTextData=0.207290, BuildExportMap=0.164948, SortExportsNonSeekfree=3.013607, SortExportsSeekfreeConstructor=0.053138, SortExportsSeekfreeInner=25.873457, SortExportsSeekfree=0.005815, BuildDependencyMap=0.154983, SerializeImportMap=0.014670, SerializeExportMap=0.090223, SerializeDependencyMap=0.019372, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.211843, SerializeExports=32.931038, SerializeBulkData=0.016052, MoveFile=4.513353, UnaccountedTime=1.390427, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_53, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenuOld.uasset, AutoPackageBackupDelegate=25.428432, FlushAsyncLoading=0.011623, FlushStreamingFunc=0.064485, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.280909, TagPackageExports=118.998314, BeginCacheForCookedPlatformData=0.008028, SerializeImports=125.554413, GatherLocalizableTextData=106.183365, MarkNames=1.301587, SerializeSummary=0.021864, SerializeNames=0.550471, SerializeGatherableTextData=0.698809, BuildExportMap=0.647336, SortExportsNonSeekfree=23.257275, SortExportsSeekfreeConstructor=0.015501, SortExportsSeekfreeInner=132.887085, SortExportsSeekfree=0.009965, BuildDependencyMap=1.011271, SerializeImportMap=0.037361, SerializeExportMap=0.534970, SerializeDependencyMap=0.106275, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.680177, SerializeExports=166.364456, SerializeBulkData=0.014391, MoveFile=24.938301, UnaccountedTime=1.718935, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_54, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=4.894726, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.063654, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.248529, TagPackageExports=24.135426, BeginCacheForCookedPlatformData=0.003874, SerializeImports=26.156027, GatherLocalizableTextData=12.859516, MarkNames=0.062268, SerializeSummary=0.015777, SerializeNames=0.088561, SerializeGatherableTextData=0.202309, BuildExportMap=0.161905, SortExportsNonSeekfree=2.880488, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=25.014128, SortExportsSeekfree=0.004981, BuildDependencyMap=0.163563, SerializeImportMap=0.013560, SerializeExportMap=0.095204, SerializeDependencyMap=0.021033, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.158705, SerializeExports=33.013237, SerializeBulkData=0.009689, MoveFile=5.882193, UnaccountedTime=1.327053, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_55, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=4.921015, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.063378, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.257939, TagPackageExports=25.168282, BeginCacheForCookedPlatformData=0.004981, SerializeImports=26.865356, GatherLocalizableTextData=13.208784, MarkNames=0.072509, SerializeSummary=0.013284, SerializeNames=0.093821, SerializeGatherableTextData=0.221130, BuildExportMap=0.163287, SortExportsNonSeekfree=3.005855, SortExportsSeekfreeConstructor=0.052586, SortExportsSeekfreeInner=25.306381, SortExportsSeekfree=0.006367, BuildDependencyMap=0.139486, SerializeImportMap=0.014666, SerializeExportMap=0.088286, SerializeDependencyMap=0.023246, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.181955, SerializeExports=33.225231, SerializeBulkData=0.011072, MoveFile=4.472669, UnaccountedTime=1.319580, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_56, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=4.979413, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.085518, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.247147, TagPackageExports=24.909515, BeginCacheForCookedPlatformData=0.004429, SerializeImports=27.339994, GatherLocalizableTextData=13.438213, MarkNames=0.068635, SerializeSummary=0.013560, SerializeNames=0.093266, SerializeGatherableTextData=0.207845, BuildExportMap=0.164118, SortExportsNonSeekfree=3.034640, SortExportsSeekfreeConstructor=0.052586, SortExportsSeekfreeInner=25.544670, SortExportsSeekfree=0.005536, BuildDependencyMap=0.128970, SerializeImportMap=0.022143, SerializeExportMap=0.092991, SerializeDependencyMap=0.023801, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.388965, SerializeExports=33.817768, SerializeBulkData=0.009410, MoveFile=4.445270, UnaccountedTime=0.216700, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_57, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=5.106170, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.109043, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.236072, TagPackageExports=25.172434, BeginCacheForCookedPlatformData=0.004429, SerializeImports=26.665813, GatherLocalizableTextData=13.452880, MarkNames=0.076383, SerializeSummary=0.014391, SerializeNames=0.093546, SerializeGatherableTextData=0.210889, BuildExportMap=0.175465, SortExportsNonSeekfree=3.037959, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=26.014328, SortExportsSeekfree=0.005536, BuildDependencyMap=0.167716, SerializeImportMap=0.013564, SerializeExportMap=0.090223, SerializeDependencyMap=0.031549, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.254739, SerializeExports=33.284458, SerializeBulkData=0.009406, MoveFile=4.909392, UnaccountedTime=1.337010, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_58, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.289100, FlushAsyncLoading=0.004154, FlushStreamingFunc=0.065036, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.263195, TagPackageExports=11.405990, BeginCacheForCookedPlatformData=0.008024, SerializeImports=12.566705, GatherLocalizableTextData=45.610386, MarkNames=0.096034, SerializeSummary=0.014391, SerializeNames=0.291977, SerializeGatherableTextData=0.401851, BuildExportMap=0.215597, SortExportsNonSeekfree=3.300603, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=14.168296, SortExportsSeekfree=0.003874, BuildDependencyMap=0.184599, SerializeImportMap=0.013564, SerializeExportMap=0.113744, SerializeDependencyMap=0.057288, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.318114, SerializeExports=19.925953, SerializeBulkData=0.005811, MoveFile=4.228294, UnaccountedTime=1.342826, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_59, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.019266, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.063378, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.257939, TagPackageExports=10.649886, BeginCacheForCookedPlatformData=0.003874, SerializeImports=12.005720, GatherLocalizableTextData=47.022949, MarkNames=0.104062, SerializeSummary=0.014115, SerializeNames=0.280630, SerializeGatherableTextData=0.398807, BuildExportMap=0.227496, SortExportsNonSeekfree=3.379479, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=14.787957, SortExportsSeekfree=0.004429, BuildDependencyMap=0.204246, SerializeImportMap=0.014391, SerializeExportMap=0.133950, SerializeDependencyMap=0.072233, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.469502, SerializeExports=20.377893, SerializeBulkData=0.005536, MoveFile=4.434757, UnaccountedTime=1.433045, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_60, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.895557, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.066422, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.242162, TagPackageExports=10.226727, BeginCacheForCookedPlatformData=0.004426, SerializeImports=12.131091, GatherLocalizableTextData=47.460785, MarkNames=0.104889, SerializeSummary=0.014391, SerializeNames=0.286721, SerializeGatherableTextData=0.417903, BuildExportMap=0.219468, SortExportsNonSeekfree=3.376160, SortExportsSeekfreeConstructor=0.053968, SortExportsSeekfreeInner=15.087132, SortExportsSeekfree=0.004426, BuildDependencyMap=0.185981, SerializeImportMap=0.024907, SerializeExportMap=0.115961, SerializeDependencyMap=0.060610, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.531495, SerializeExports=20.516552, SerializeBulkData=0.005811, MoveFile=4.280049, UnaccountedTime=1.379356, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_61, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.971109, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.089116, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.234693, TagPackageExports=10.202091, BeginCacheForCookedPlatformData=0.003599, SerializeImports=12.110058, GatherLocalizableTextData=46.800438, MarkNames=0.112362, SerializeSummary=0.014670, SerializeNames=0.296406, SerializeGatherableTextData=0.461906, BuildExportMap=0.230264, SortExportsNonSeekfree=3.326617, SortExportsSeekfreeConstructor=0.053138, SortExportsSeekfreeInner=14.780209, SortExportsSeekfree=0.004705, BuildDependencyMap=0.201203, SerializeImportMap=0.014946, SerializeExportMap=0.133399, SerializeDependencyMap=0.069465, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.556682, SerializeExports=20.996449, SerializeBulkData=0.006363, MoveFile=4.279215, UnaccountedTime=1.491167, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_62, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.004596, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.118177, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.224452, TagPackageExports=9.986501, BeginCacheForCookedPlatformData=0.003874, SerializeImports=11.880900, GatherLocalizableTextData=57.559921, MarkNames=0.113469, SerializeSummary=0.015222, SerializeNames=0.296962, SerializeGatherableTextData=0.511449, BuildExportMap=0.234134, SortExportsNonSeekfree=3.323853, SortExportsSeekfreeConstructor=0.011068, SortExportsSeekfreeInner=14.405481, SortExportsSeekfree=0.004150, BuildDependencyMap=0.204246, SerializeImportMap=0.014670, SerializeExportMap=0.125371, SerializeDependencyMap=0.028782, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.442934, SerializeExports=20.215160, SerializeBulkData=0.006087, MoveFile=4.207261, UnaccountedTime=0.272326, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_63, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.128585, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.104893, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.252400, TagPackageExports=10.699980, BeginCacheForCookedPlatformData=0.003595, SerializeImports=11.915773, GatherLocalizableTextData=71.039375, MarkNames=0.112087, SerializeSummary=0.016049, SerializeNames=0.297792, SerializeGatherableTextData=0.624362, BuildExportMap=0.239674, SortExportsNonSeekfree=3.561031, SortExportsSeekfreeConstructor=0.057843, SortExportsSeekfreeInner=14.784637, SortExportsSeekfree=0.004701, BuildDependencyMap=0.218086, SerializeImportMap=0.015222, SerializeExportMap=0.131462, SerializeDependencyMap=0.029612, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.518486, SerializeExports=20.841188, SerializeBulkData=0.007194, MoveFile=4.523870, UnaccountedTime=1.343377, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_64, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=8.828547, FlushAsyncLoading=0.011623, FlushStreamingFunc=0.061441, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.261534, TagPackageExports=11.808943, BeginCacheForCookedPlatformData=0.003878, SerializeImports=13.075936, GatherLocalizableTextData=48.760708, MarkNames=0.111535, SerializeSummary=0.015222, SerializeNames=0.294469, SerializeGatherableTextData=0.405449, BuildExportMap=0.243820, SortExportsNonSeekfree=3.415462, SortExportsSeekfreeConstructor=0.051752, SortExportsSeekfreeInner=15.920445, SortExportsSeekfree=0.004705, BuildDependencyMap=0.236075, SerializeImportMap=0.020206, SerializeExportMap=0.133120, SerializeDependencyMap=0.060055, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.579100, SerializeExports=22.034563, SerializeBulkData=0.008300, MoveFile=4.149970, UnaccountedTime=1.384065, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_65, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.162071, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.087455, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.224728, TagPackageExports=11.014096, BeginCacheForCookedPlatformData=0.003323, SerializeImports=12.613479, GatherLocalizableTextData=46.760029, MarkNames=0.099633, SerializeSummary=0.014115, SerializeNames=0.289764, SerializeGatherableTextData=0.410985, BuildExportMap=0.231646, SortExportsNonSeekfree=3.357060, SortExportsSeekfreeConstructor=0.057016, SortExportsSeekfreeInner=14.818676, SortExportsSeekfree=0.004705, BuildDependencyMap=0.220574, SerializeImportMap=0.014942, SerializeExportMap=0.143640, SerializeDependencyMap=0.029612, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.482511, SerializeExports=22.175156, SerializeBulkData=0.007197, MoveFile=4.285582, UnaccountedTime=0.267345, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_66, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.003765, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.061717, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.221685, TagPackageExports=11.376928, BeginCacheForCookedPlatformData=0.004150, SerializeImports=12.867265, GatherLocalizableTextData=46.454494, MarkNames=0.110149, SerializeSummary=0.013839, SerializeNames=0.287548, SerializeGatherableTextData=0.436448, BuildExportMap=0.251018, SortExportsNonSeekfree=3.301714, SortExportsSeekfreeConstructor=0.053965, SortExportsSeekfreeInner=14.934085, SortExportsSeekfree=0.004429, BuildDependencyMap=0.202309, SerializeImportMap=0.016052, SerializeExportMap=0.142805, SerializeDependencyMap=0.044007, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.491642, SerializeExports=22.604406, SerializeBulkData=0.006642, MoveFile=4.164640, UnaccountedTime=1.345318, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_67, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.048603, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.083581, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.247698, TagPackageExports=11.875920, BeginCacheForCookedPlatformData=0.006087, SerializeImports=13.516258, GatherLocalizableTextData=48.679619, MarkNames=0.125647, SerializeSummary=0.015777, SerializeNames=0.302218, SerializeGatherableTextData=0.423163, BuildExportMap=0.253785, SortExportsNonSeekfree=3.443133, SortExportsSeekfreeConstructor=0.057012, SortExportsSeekfreeInner=15.990466, SortExportsSeekfree=0.004429, BuildDependencyMap=0.215869, SerializeImportMap=0.016607, SerializeExportMap=0.129797, SerializeDependencyMap=0.040408, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.616461, SerializeExports=22.383276, SerializeBulkData=0.007194, MoveFile=27.965744, UnaccountedTime=1.409799, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
