CookerStat, GenerateAssetRegistry=0.023525, Initialize=0.118177, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.641383, FlushAsyncLoading=0.010241, FlushStreamingFunc=0.061162, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.949275, TagPackageExports=12.840420, BeginCacheForCookedPlatformData=0.003044, SerializeImports=16.131889, GatherLocalizableTextData=44.174015, MarkNames=0.127032, SerializeSummary=0.017714, SerializeNames=0.325188, SerializeGatherableTextData=0.395209, BuildExportMap=0.253510, SortExportsNonSeekfree=4.142776, SortExportsSeekfreeConstructor=0.055905, SortExportsSeekfreeInner=17.936346, SortExportsSeekfree=0.004426, BuildDependencyMap=0.209782, SerializeImportMap=0.019372, SerializeExportMap=0.148620, SerializeDependencyMap=0.031274, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.843402, SerializeExports=25.989697, SerializeBulkData=0.020757, MoveFile=3.976721, UnaccountedTime=1.453526, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_22, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.915603, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.115409, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.234138, TagPackageExports=23.632557, BeginCacheForCookedPlatformData=0.004429, SerializeImports=24.053782, GatherLocalizableTextData=12.214117, MarkNames=0.066698, SerializeSummary=0.015773, SerializeNames=0.097975, SerializeGatherableTextData=0.208396, BuildExportMap=0.169653, SortExportsNonSeekfree=2.990358, SortExportsSeekfreeConstructor=0.052862, SortExportsSeekfreeInner=23.836252, SortExportsSeekfree=0.005256, BuildDependencyMap=0.151388, SerializeImportMap=0.014946, SerializeExportMap=0.088561, SerializeDependencyMap=0.023801, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.179738, SerializeExports=30.371866, SerializeBulkData=0.009131, MoveFile=4.042313, UnaccountedTime=1.427792, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_23, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.241702, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.084411, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.226662, TagPackageExports=24.638571, BeginCacheForCookedPlatformData=0.005256, SerializeImports=24.863575, GatherLocalizableTextData=12.774825, MarkNames=0.073064, SerializeSummary=0.013836, SerializeNames=0.105724, SerializeGatherableTextData=0.174355, BuildExportMap=0.166610, SortExportsNonSeekfree=2.718858, SortExportsSeekfreeConstructor=0.056185, SortExportsSeekfreeInner=24.034962, SortExportsSeekfree=0.005532, BuildDependencyMap=0.123434, SerializeImportMap=0.013284, SerializeExportMap=0.087455, SerializeDependencyMap=0.021033, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.138503, SerializeExports=31.071785, SerializeBulkData=0.008024, MoveFile=4.363075, UnaccountedTime=0.222512, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_24, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.363750, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.086073, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.241607, TagPackageExports=13.277970, BeginCacheForCookedPlatformData=0.002768, SerializeImports=16.081244, GatherLocalizableTextData=50.096336, MarkNames=0.143360, SerializeSummary=0.026569, SerializeNames=0.338476, SerializeGatherableTextData=0.435892, BuildExportMap=0.267901, SortExportsNonSeekfree=4.627928, SortExportsSeekfreeConstructor=0.057291, SortExportsSeekfreeInner=19.509432, SortExportsSeekfree=0.004426, BuildDependencyMap=0.233307, SerializeImportMap=0.016607, SerializeExportMap=0.155814, SerializeDependencyMap=0.034317, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.152538, SerializeExports=27.691200, SerializeBulkData=0.007194, MoveFile=3.987514, UnaccountedTime=1.434155, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_25, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.456465, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.107937, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.244655, TagPackageExports=13.879917, BeginCacheForCookedPlatformData=0.003874, SerializeImports=16.508553, GatherLocalizableTextData=79.394943, MarkNames=0.178508, SerializeSummary=0.019651, SerializeNames=0.355355, SerializeGatherableTextData=0.729255, BuildExportMap=0.312459, SortExportsNonSeekfree=4.308827, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=20.848661, SortExportsSeekfree=0.004981, BuildDependencyMap=0.251018, SerializeImportMap=0.015497, SerializeExportMap=0.164673, SerializeDependencyMap=0.034872, SerializeStringAssetReferenceMap=0.013836, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.189348, SerializeExports=28.587893, SerializeBulkData=0.005536, MoveFile=4.668612, UnaccountedTime=1.608513, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_26, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.349359, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.082470, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.247143, TagPackageExports=15.679668, BeginCacheForCookedPlatformData=0.003874, SerializeImports=17.713003, GatherLocalizableTextData=49.986465, MarkNames=0.134226, SerializeSummary=0.016604, SerializeNames=0.311352, SerializeGatherableTextData=0.430912, BuildExportMap=0.275373, SortExportsNonSeekfree=4.483461, SortExportsSeekfreeConstructor=0.052862, SortExportsSeekfreeInner=21.022186, SortExportsSeekfree=0.005536, BuildDependencyMap=0.264302, SerializeImportMap=0.018820, SerializeExportMap=0.159409, SerializeDependencyMap=0.039022, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.133167, SerializeExports=29.707096, SerializeBulkData=0.007197, MoveFile=4.543796, UnaccountedTime=1.463216, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_27, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.469194, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.079431, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.227768, TagPackageExports=15.079659, BeginCacheForCookedPlatformData=0.004150, SerializeImports=17.337444, GatherLocalizableTextData=50.182686, MarkNames=0.140872, SerializeSummary=0.016604, SerializeNames=0.332940, SerializeGatherableTextData=0.436168, BuildExportMap=0.268452, SortExportsNonSeekfree=4.536327, SortExportsSeekfreeConstructor=0.055075, SortExportsSeekfreeInner=21.121815, SortExportsSeekfree=0.004429, BuildDependencyMap=0.238564, SerializeImportMap=0.016052, SerializeExportMap=0.184875, SerializeDependencyMap=0.034593, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.093038, SerializeExports=29.419270, SerializeBulkData=0.006918, MoveFile=4.209194, UnaccountedTime=1.350023, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_28, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.535616, FlushAsyncLoading=0.004981, FlushStreamingFunc=0.066422, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.261258, TagPackageExports=15.336212, BeginCacheForCookedPlatformData=0.003323, SerializeImports=17.289560, GatherLocalizableTextData=63.323391, MarkNames=0.135057, SerializeSummary=0.017159, SerializeNames=0.336535, SerializeGatherableTextData=0.526391, BuildExportMap=0.275373, SortExportsNonSeekfree=4.365292, SortExportsSeekfreeConstructor=0.011347, SortExportsSeekfreeInner=20.507414, SortExportsSeekfree=0.004984, BuildDependencyMap=0.256829, SerializeImportMap=0.016604, SerializeExportMap=0.172973, SerializeDependencyMap=0.037916, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.141470, SerializeExports=29.528587, SerializeBulkData=0.007197, MoveFile=3.965653, UnaccountedTime=1.417827, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_29, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.370116, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.082199, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.241335, TagPackageExports=15.058070, BeginCacheForCookedPlatformData=0.003874, SerializeImports=17.697781, GatherLocalizableTextData=95.091774, MarkNames=0.134226, SerializeSummary=0.016052, SerializeNames=0.318546, SerializeGatherableTextData=0.761084, BuildExportMap=0.261810, SortExportsNonSeekfree=4.598871, SortExportsSeekfreeConstructor=0.061441, SortExportsSeekfreeInner=21.304756, SortExportsSeekfree=0.005256, BuildDependencyMap=0.248250, SerializeImportMap=0.032935, SerializeExportMap=0.150554, SerializeDependencyMap=0.037361, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.151156, SerializeExports=30.702036, SerializeBulkData=0.009134, MoveFile=4.317410, UnaccountedTime=1.441628, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_30, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.518461, FlushAsyncLoading=0.002764, FlushStreamingFunc=0.103507, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.246592, TagPackageExports=15.366658, BeginCacheForCookedPlatformData=0.003319, SerializeImports=17.531450, GatherLocalizableTextData=108.675003, MarkNames=0.145853, SerializeSummary=0.017159, SerializeNames=0.324912, SerializeGatherableTextData=0.927411, BuildExportMap=0.273991, SortExportsNonSeekfree=4.597485, SortExportsSeekfreeConstructor=0.065316, SortExportsSeekfreeInner=22.009932, SortExportsSeekfree=0.004705, BuildDependencyMap=0.969756, SerializeImportMap=0.016328, SerializeExportMap=0.171591, SerializeDependencyMap=0.092160, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.143128, SerializeExports=29.489565, SerializeBulkData=0.006642, MoveFile=4.034009, UnaccountedTime=1.392089, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_31, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=10.385308, FlushAsyncLoading=0.011902, FlushStreamingFunc=0.071678, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=0.312738, TagPackageExports=15.621826, BeginCacheForCookedPlatformData=0.003595, SerializeImports=17.705805, GatherLocalizableTextData=232.851440, MarkNames=0.932947, SerializeSummary=0.020482, SerializeNames=0.344563, SerializeGatherableTextData=2.074569, BuildExportMap=0.285335, SortExportsNonSeekfree=4.685219, SortExportsSeekfreeConstructor=0.064209, SortExportsSeekfreeInner=21.550514, SortExportsSeekfree=0.005536, BuildDependencyMap=0.256278, SerializeImportMap=0.016879, SerializeExportMap=0.166886, SerializeDependencyMap=0.035703, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.177445, SerializeExports=29.808943, SerializeBulkData=0.006922, MoveFile=4.021279, UnaccountedTime=2.060179, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_32, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.637462, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.083581, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.228323, TagPackageExports=16.161501, BeginCacheForCookedPlatformData=0.004981, SerializeImports=18.656469, GatherLocalizableTextData=323.200439, MarkNames=0.946786, SerializeSummary=0.021309, SerializeNames=0.379711, SerializeGatherableTextData=2.921723, BuildExportMap=0.303328, SortExportsNonSeekfree=4.606619, SortExportsSeekfreeConstructor=0.066977, SortExportsSeekfreeInner=20.932238, SortExportsSeekfree=0.005256, BuildDependencyMap=0.254896, SerializeImportMap=0.019096, SerializeExportMap=0.167437, SerializeDependencyMap=0.038747, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.029384, SerializeExports=29.297773, SerializeBulkData=0.007473, MoveFile=4.046466, UnaccountedTime=1.431387, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_33, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.471135, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.086624, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.248253, TagPackageExports=16.175892, BeginCacheForCookedPlatformData=0.004705, SerializeImports=18.236626, GatherLocalizableTextData=320.005554, MarkNames=0.998817, SerializeSummary=0.019647, SerializeNames=0.352867, SerializeGatherableTextData=2.958253, BuildExportMap=0.296962, SortExportsNonSeekfree=4.537985, SortExportsSeekfreeConstructor=0.067528, SortExportsSeekfreeInner=21.290916, SortExportsSeekfree=0.005260, BuildDependencyMap=0.254892, SerializeImportMap=0.017989, SerializeExportMap=0.165775, SerializeDependencyMap=0.099353, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.264073, SerializeExports=29.946770, SerializeBulkData=0.006918, MoveFile=4.653119, UnaccountedTime=1.446329, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_34, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.451480, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.083305, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.235796, TagPackageExports=16.763170, BeginCacheForCookedPlatformData=0.005811, SerializeImports=18.390226, GatherLocalizableTextData=323.311951, MarkNames=1.003522, SerializeSummary=0.020202, SerializeNames=0.344008, SerializeGatherableTextData=2.866648, BuildExportMap=0.301667, SortExportsNonSeekfree=4.661143, SortExportsSeekfreeConstructor=0.063375, SortExportsSeekfreeInner=21.288980, SortExportsSeekfree=0.005536, BuildDependencyMap=0.248805, SerializeImportMap=0.017159, SerializeExportMap=0.172421, SerializeDependencyMap=0.097420, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.188796, SerializeExports=30.039482, SerializeBulkData=0.006918, MoveFile=4.120913, UnaccountedTime=1.404818, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_35, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.777778, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.063654, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.251018, TagPackageExports=17.821766, BeginCacheForCookedPlatformData=0.004705, SerializeImports=19.400944, GatherLocalizableTextData=322.949127, MarkNames=0.954814, SerializeSummary=0.021033, SerializeNames=0.370022, SerializeGatherableTextData=2.910931, BuildExportMap=0.326298, SortExportsNonSeekfree=4.698225, SortExportsSeekfreeConstructor=0.067532, SortExportsSeekfreeInner=22.236042, SortExportsSeekfree=0.004981, BuildDependencyMap=0.256553, SerializeImportMap=0.016052, SerializeExportMap=0.177123, SerializeDependencyMap=0.040684, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.329109, SerializeExports=31.489134, SerializeBulkData=0.007197, MoveFile=3.944896, UnaccountedTime=1.466811, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_36, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.537553, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.149999, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.249911, TagPackageExports=17.606173, BeginCacheForCookedPlatformData=0.004705, SerializeImports=20.073183, GatherLocalizableTextData=314.182861, MarkNames=0.939313, SerializeSummary=0.019647, SerializeNames=0.367813, SerializeGatherableTextData=2.854746, BuildExportMap=0.301391, SortExportsNonSeekfree=4.690200, SortExportsSeekfreeConstructor=0.063099, SortExportsSeekfreeInner=22.998783, SortExportsSeekfree=0.004984, BuildDependencyMap=0.271775, SerializeImportMap=0.018265, SerializeExportMap=0.181276, SerializeDependencyMap=0.106271, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.449779, SerializeExports=31.985638, SerializeBulkData=0.006642, MoveFile=4.074142, UnaccountedTime=1.465980, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_37, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.435983, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.114303, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.247974, TagPackageExports=17.682005, BeginCacheForCookedPlatformData=0.004150, SerializeImports=20.082321, GatherLocalizableTextData=55.302414, MarkNames=0.140037, SerializeSummary=0.015777, SerializeNames=0.324633, SerializeGatherableTextData=0.462461, BuildExportMap=0.283122, SortExportsNonSeekfree=5.129140, SortExportsSeekfreeConstructor=0.053138, SortExportsSeekfreeInner=23.253675, SortExportsSeekfree=0.005536, BuildDependencyMap=0.275649, SerializeImportMap=0.022139, SerializeExportMap=0.173252, SerializeDependencyMap=0.039298, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.482707, SerializeExports=32.531403, SerializeBulkData=0.018820, MoveFile=4.089914, UnaccountedTime=0.310522, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_38, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.480541, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.122052, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.229154, TagPackageExports=18.136162, BeginCacheForCookedPlatformData=0.005260, SerializeImports=19.629267, GatherLocalizableTextData=55.444668, MarkNames=0.126202, SerializeSummary=0.015222, SerializeNames=0.327956, SerializeGatherableTextData=0.455264, BuildExportMap=0.314951, SortExportsNonSeekfree=5.082920, SortExportsSeekfreeConstructor=0.049539, SortExportsSeekfreeInner=23.777853, SortExportsSeekfree=0.005536, BuildDependencyMap=0.301663, SerializeImportMap=0.018820, SerializeExportMap=0.172142, SerializeDependencyMap=0.037361, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.504023, SerializeExports=32.197357, SerializeBulkData=0.007473, MoveFile=4.404586, UnaccountedTime=2.045237, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_39, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.480541, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.084132, BlockTillAllRequestsFinished=0.005815, ResetLoadersForSaveUnMarkAllObjects=0.246312, TagPackageExports=17.313641, BeginCacheForCookedPlatformData=0.004429, SerializeImports=19.673548, GatherLocalizableTextData=55.098721, MarkNames=0.126477, SerializeSummary=0.014670, SerializeNames=0.332385, SerializeGatherableTextData=0.451114, BuildExportMap=0.285335, SortExportsNonSeekfree=5.103122, SortExportsSeekfreeConstructor=0.066977, SortExportsSeekfreeInner=23.221294, SortExportsSeekfree=0.005536, BuildDependencyMap=0.270393, SerializeImportMap=0.017989, SerializeExportMap=0.187363, SerializeDependencyMap=0.039022, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.432617, SerializeExports=32.186565, SerializeBulkData=0.007473, MoveFile=3.993604, UnaccountedTime=1.415059, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_40, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=11.843816, FlushAsyncLoading=0.011902, FlushStreamingFunc=0.068914, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.268456, TagPackageExports=23.295746, BeginCacheForCookedPlatformData=0.004981, SerializeImports=24.257753, GatherLocalizableTextData=58.694073, MarkNames=0.141975, SerializeSummary=0.016328, SerializeNames=0.328235, SerializeGatherableTextData=0.475746, BuildExportMap=0.299450, SortExportsNonSeekfree=5.808577, SortExportsSeekfreeConstructor=0.056736, SortExportsSeekfreeInner=30.308764, SortExportsSeekfree=0.005811, BuildDependencyMap=0.321317, SerializeImportMap=0.020482, SerializeExportMap=0.196218, SerializeDependencyMap=0.044834, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.136134, SerializeExports=39.344330, SerializeBulkData=0.008855, MoveFile=3.919989, UnaccountedTime=1.371883, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_41, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.568827, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.082754, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.246592, TagPackageExports=23.307644, BeginCacheForCookedPlatformData=0.004150, SerializeImports=25.148357, GatherLocalizableTextData=59.268620, MarkNames=0.155535, SerializeSummary=0.016883, SerializeNames=0.351761, SerializeGatherableTextData=0.479620, BuildExportMap=0.306644, SortExportsNonSeekfree=5.796124, SortExportsSeekfreeConstructor=0.055075, SortExportsSeekfreeInner=29.075262, SortExportsSeekfree=0.005256, BuildDependencyMap=0.308864, SerializeImportMap=0.024352, SerializeExportMap=0.193454, SerializeDependencyMap=0.042897, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.826998, SerializeExports=40.837433, SerializeBulkData=0.010241, MoveFile=4.118145, UnaccountedTime=1.405649, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_42, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.594013, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.087455, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.230815, TagPackageExports=23.291866, BeginCacheForCookedPlatformData=0.005815, SerializeImports=25.114868, GatherLocalizableTextData=59.072399, MarkNames=0.141699, SerializeSummary=0.015497, SerializeNames=0.322148, SerializeGatherableTextData=0.473253, BuildExportMap=0.304710, SortExportsNonSeekfree=5.901012, SortExportsSeekfreeConstructor=0.063099, SortExportsSeekfreeInner=29.601652, SortExportsSeekfree=0.005811, BuildDependencyMap=0.321593, SerializeImportMap=0.024907, SerializeExportMap=0.194561, SerializeDependencyMap=0.045389, SerializeStringAssetReferenceMap=0.004705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.083272, SerializeExports=40.443333, SerializeBulkData=0.009134, MoveFile=4.234105, UnaccountedTime=1.435537, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_43, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.556649, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.086073, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.232197, TagPackageExports=24.003689, BeginCacheForCookedPlatformData=0.006367, SerializeImports=27.195805, GatherLocalizableTextData=58.876732, MarkNames=0.142530, SerializeSummary=0.017714, SerializeNames=0.327680, SerializeGatherableTextData=0.458308, BuildExportMap=0.304986, SortExportsNonSeekfree=5.992621, SortExportsSeekfreeConstructor=0.052582, SortExportsSeekfreeInner=30.221865, SortExportsSeekfree=0.006091, BuildDependencyMap=0.315778, SerializeImportMap=0.019096, SerializeExportMap=0.211995, SerializeDependencyMap=0.046495, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.994987, SerializeExports=41.429417, SerializeBulkData=0.008304, MoveFile=4.476268, UnaccountedTime=1.499470, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
