CookerStat, GenerateAssetRegistry=0.028506, Initialize=0.120945, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameInstances/WoaLGameInstance.uasset, AutoPackageBackupDelegate=9.822108, FlushAsyncLoading=0.012729, FlushStreamingFunc=0.079706, BlockTillAllRequestsFinished=0.009686, ResetLoadersForSaveUnMarkAllObjects=0.721507, TagPackageExports=1.617368, BeginCacheForCookedPlatformData=0.003599, SerializeImports=2.063222, GatherLocalizableTextData=0.640694, MarkNames=0.017434, SerializeSummary=0.016052, SerializeNames=0.076108, SerializeGatherableTextData=0.107937, BuildExportMap=0.050094, SortExportsNonSeekfree=0.157751, SortExportsSeekfreeConstructor=0.059225, SortExportsSeekfreeInner=1.258139, SortExportsSeekfree=0.004426, BuildDependencyMap=0.020757, SerializeImportMap=0.012454, SerializeExportMap=0.012457, SerializeDependencyMap=0.002488, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.270113, SerializeExports=2.859730, SerializeBulkData=0.017989, MoveFile=3.840830, UnaccountedTime=1.439139, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_21, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=6.049633, FlushAsyncLoading=0.002492, FlushStreamingFunc=0.097416, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.245761, TagPackageExports=0.167716, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.618551, GatherLocalizableTextData=0.130076, MarkNames=0.007473, SerializeSummary=0.011347, SerializeNames=0.046495, SerializeGatherableTextData=0.004705, BuildExportMap=0.029612, SortExportsNonSeekfree=0.011072, SortExportsSeekfreeConstructor=0.050094, SortExportsSeekfreeInner=0.275649, SortExportsSeekfree=0.002768, BuildDependencyMap=0.008855, SerializeImportMap=0.006087, SerializeExportMap=0.004981, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001386, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.169374, SerializeExports=0.378881, SerializeBulkData=0.005260, MoveFile=3.818695, UnaccountedTime=1.151033, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_22, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=6.051015, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.107933, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.219747, TagPackageExports=0.176016, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.583127, GatherLocalizableTextData=0.129525, MarkNames=0.010516, SerializeSummary=0.009686, SerializeNames=0.046495, SerializeGatherableTextData=0.004426, BuildExportMap=0.029892, SortExportsNonSeekfree=0.011623, SortExportsSeekfreeConstructor=0.050645, SortExportsSeekfreeInner=0.277866, SortExportsSeekfree=0.002768, BuildDependencyMap=0.008855, SerializeImportMap=0.009686, SerializeExportMap=0.005536, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.185151, SerializeExports=0.394102, SerializeBulkData=0.004705, MoveFile=3.925800, UnaccountedTime=0.125092, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_23, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.193269, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.085793, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.255723, TagPackageExports=42.141235, BeginCacheForCookedPlatformData=0.007749, SerializeImports=41.256718, GatherLocalizableTextData=21.510109, MarkNames=0.098251, SerializeSummary=0.013836, SerializeNames=0.094097, SerializeGatherableTextData=0.306096, BuildExportMap=0.172693, SortExportsNonSeekfree=5.133845, SortExportsSeekfreeConstructor=0.052858, SortExportsSeekfreeInner=38.675686, SortExportsSeekfree=0.006367, BuildDependencyMap=1.007672, SerializeImportMap=0.013839, SerializeExportMap=0.133395, SerializeDependencyMap=0.030722, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.386121, SerializeExports=51.634830, SerializeBulkData=0.009686, MoveFile=4.626270, UnaccountedTime=1.358602, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_24, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.155353, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.086624, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.251018, TagPackageExports=40.426174, BeginCacheForCookedPlatformData=0.004981, SerializeImports=42.369286, GatherLocalizableTextData=22.234659, MarkNames=0.099909, SerializeSummary=0.014670, SerializeNames=0.092160, SerializeGatherableTextData=0.272326, BuildExportMap=0.177126, SortExportsNonSeekfree=5.266409, SortExportsSeekfreeConstructor=0.055075, SortExportsSeekfreeInner=40.401264, SortExportsSeekfree=0.006087, BuildDependencyMap=1.064409, SerializeImportMap=0.012733, SerializeExportMap=0.133395, SerializeDependencyMap=0.031549, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.417120, SerializeExports=52.256149, SerializeBulkData=0.009686, MoveFile=27.219604, UnaccountedTime=1.442459, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_25, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=5.894094, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.063103, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.221405, TagPackageExports=39.530586, BeginCacheForCookedPlatformData=0.005256, SerializeImports=42.162270, GatherLocalizableTextData=21.775518, MarkNames=0.094377, SerializeSummary=0.014111, SerializeNames=0.098526, SerializeGatherableTextData=0.274543, BuildExportMap=0.168268, SortExportsNonSeekfree=5.190578, SortExportsSeekfreeConstructor=0.050094, SortExportsSeekfreeInner=40.493980, SortExportsSeekfree=0.006087, BuildDependencyMap=1.067176, SerializeImportMap=0.019096, SerializeExportMap=0.141703, SerializeDependencyMap=0.030719, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.488518, SerializeExports=52.116116, SerializeBulkData=0.011068, MoveFile=4.619349, UnaccountedTime=0.258215, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_26, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.152034, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.089392, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.262368, TagPackageExports=34.500805, BeginCacheForCookedPlatformData=0.005256, SerializeImports=36.113472, GatherLocalizableTextData=22.163254, MarkNames=0.078045, SerializeSummary=0.014946, SerializeNames=0.107381, SerializeGatherableTextData=0.261813, BuildExportMap=0.159964, SortExportsNonSeekfree=4.776548, SortExportsSeekfreeConstructor=0.053968, SortExportsSeekfreeInner=34.409473, SortExportsSeekfree=0.006367, BuildDependencyMap=0.190131, SerializeImportMap=0.016328, SerializeExportMap=0.116240, SerializeDependencyMap=0.045389, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.019418, SerializeExports=45.806606, SerializeBulkData=0.020482, MoveFile=4.679684, UnaccountedTime=1.307122, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_27, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.636631, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.094377, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.261538, TagPackageExports=34.731342, BeginCacheForCookedPlatformData=0.004705, SerializeImports=36.429802, GatherLocalizableTextData=22.488997, MarkNames=0.081088, SerializeSummary=0.014395, SerializeNames=0.119556, SerializeGatherableTextData=0.264581, BuildExportMap=0.216976, SortExportsNonSeekfree=4.652839, SortExportsSeekfreeConstructor=0.050925, SortExportsSeekfreeInner=34.919262, SortExportsSeekfree=0.006367, BuildDependencyMap=0.207841, SerializeImportMap=0.020757, SerializeExportMap=0.121217, SerializeDependencyMap=0.048432, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.112409, SerializeExports=45.735203, SerializeBulkData=0.009686, MoveFile=4.293885, UnaccountedTime=1.332309, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_28, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.292902, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.060610, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.246316, TagPackageExports=34.861973, BeginCacheForCookedPlatformData=0.004705, SerializeImports=37.242359, GatherLocalizableTextData=22.210579, MarkNames=0.085518, SerializeSummary=0.014946, SerializeNames=0.119559, SerializeGatherableTextData=0.296406, BuildExportMap=0.209782, SortExportsNonSeekfree=4.560400, SortExportsSeekfreeConstructor=0.053413, SortExportsSeekfreeInner=33.479294, SortExportsSeekfree=0.006091, BuildDependencyMap=0.200093, SerializeImportMap=0.014946, SerializeExportMap=0.125922, SerializeDependencyMap=0.026014, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.904289, SerializeExports=44.371620, SerializeBulkData=0.009134, MoveFile=4.482910, UnaccountedTime=1.412846, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_29, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.072599, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.107661, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.244375, TagPackageExports=35.939663, BeginCacheForCookedPlatformData=0.005260, SerializeImports=36.892262, GatherLocalizableTextData=22.155504, MarkNames=0.085797, SerializeSummary=0.014111, SerializeNames=0.106554, SerializeGatherableTextData=0.263747, BuildExportMap=0.204526, SortExportsNonSeekfree=4.660588, SortExportsSeekfreeConstructor=0.059500, SortExportsSeekfreeInner=34.936699, SortExportsSeekfree=0.005811, BuildDependencyMap=0.216145, SerializeImportMap=0.014942, SerializeExportMap=0.121776, SerializeDependencyMap=0.027955, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.081966, SerializeExports=46.691952, SerializeBulkData=0.008028, MoveFile=4.299972, UnaccountedTime=1.408972, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_30, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=11.405155, FlushAsyncLoading=0.011623, FlushStreamingFunc=0.067808, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.306092, TagPackageExports=35.825085, BeginCacheForCookedPlatformData=0.005260, SerializeImports=36.166603, GatherLocalizableTextData=22.733376, MarkNames=0.087455, SerializeSummary=0.015222, SerializeNames=0.117898, SerializeGatherableTextData=0.279803, BuildExportMap=0.213102, SortExportsNonSeekfree=4.986331, SortExportsSeekfreeConstructor=0.054799, SortExportsSeekfreeInner=36.968369, SortExportsSeekfree=0.006367, BuildDependencyMap=0.215594, SerializeImportMap=0.018820, SerializeExportMap=0.126757, SerializeDependencyMap=0.030719, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.572382, SerializeExports=47.521389, SerializeBulkData=0.009686, MoveFile=4.226078, UnaccountedTime=1.424745, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_31, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.084781, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.107106, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.223342, TagPackageExports=36.107937, BeginCacheForCookedPlatformData=0.005256, SerializeImports=37.046143, GatherLocalizableTextData=22.383827, MarkNames=0.081368, SerializeSummary=0.013284, SerializeNames=0.131737, SerializeGatherableTextData=0.271220, BuildExportMap=0.235245, SortExportsNonSeekfree=4.962806, SortExportsSeekfreeConstructor=0.052031, SortExportsSeekfreeInner=37.116158, SortExportsSeekfree=0.006087, BuildDependencyMap=0.210889, SerializeImportMap=0.018820, SerializeExportMap=0.125647, SerializeDependencyMap=0.034317, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.207613, SerializeExports=47.849625, SerializeBulkData=0.009410, MoveFile=35.936619, UnaccountedTime=1.400944, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_32, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=5.921770, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.082195, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.242162, TagPackageExports=35.336056, BeginCacheForCookedPlatformData=0.004984, SerializeImports=35.585690, GatherLocalizableTextData=21.866846, MarkNames=0.088010, SerializeSummary=0.015222, SerializeNames=0.120666, SerializeGatherableTextData=0.302218, BuildExportMap=0.215873, SortExportsNonSeekfree=4.848506, SortExportsSeekfreeConstructor=0.053413, SortExportsSeekfreeInner=35.915031, SortExportsSeekfree=0.006367, BuildDependencyMap=0.214212, SerializeImportMap=0.017159, SerializeExportMap=0.124261, SerializeDependencyMap=0.027675, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.455035, SerializeExports=47.689938, SerializeBulkData=0.009410, MoveFile=4.297763, UnaccountedTime=1.375757, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_33, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.272700, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.087179, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.272885, TagPackageExports=35.837818, BeginCacheForCookedPlatformData=0.005256, SerializeImports=37.552052, GatherLocalizableTextData=23.759314, MarkNames=0.083305, SerializeSummary=0.015222, SerializeNames=0.115130, SerializeGatherableTextData=0.286166, BuildExportMap=0.218086, SortExportsNonSeekfree=4.836329, SortExportsSeekfreeConstructor=0.051752, SortExportsSeekfreeInner=33.528835, SortExportsSeekfree=0.012457, BuildDependencyMap=0.218082, SerializeImportMap=0.016052, SerializeExportMap=0.145297, SerializeDependencyMap=0.050645, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.081966, SerializeExports=44.793674, SerializeBulkData=0.009134, MoveFile=4.139729, UnaccountedTime=1.406480, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_34, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=8.836023, FlushAsyncLoading=0.007473, FlushStreamingFunc=0.058949, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.248805, TagPackageExports=0.170205, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.625748, GatherLocalizableTextData=0.130076, MarkNames=0.008024, SerializeSummary=0.009410, SerializeNames=0.047050, SerializeGatherableTextData=0.004429, BuildExportMap=0.029337, SortExportsNonSeekfree=0.012174, SortExportsSeekfreeConstructor=0.007197, SortExportsSeekfreeInner=0.285059, SortExportsSeekfree=0.002768, BuildDependencyMap=0.009134, SerializeImportMap=0.006642, SerializeExportMap=0.005256, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.180170, SerializeExports=0.382479, SerializeBulkData=0.004981, MoveFile=3.543597, UnaccountedTime=1.228251, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_35, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=6.226756, FlushAsyncLoading=0.014946, FlushStreamingFunc=0.122048, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.247143, TagPackageExports=0.179064, BeginCacheForCookedPlatformData=0.001658, SerializeImports=0.623811, GatherLocalizableTextData=0.141978, MarkNames=0.008024, SerializeSummary=0.009686, SerializeNames=0.051200, SerializeGatherableTextData=0.005260, BuildExportMap=0.030164, SortExportsNonSeekfree=0.012454, SortExportsSeekfreeConstructor=0.049818, SortExportsSeekfreeInner=0.310246, SortExportsSeekfree=0.003044, BuildDependencyMap=0.008304, SerializeImportMap=0.008028, SerializeExportMap=0.005256, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001386, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.229709, SerializeExports=0.439212, SerializeBulkData=0.004705, MoveFile=3.942680, UnaccountedTime=1.199465, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_36, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.133489, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.088286, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.222512, TagPackageExports=36.273159, BeginCacheForCookedPlatformData=0.005256, SerializeImports=38.166451, GatherLocalizableTextData=23.872231, MarkNames=0.088006, SerializeSummary=0.014946, SerializeNames=0.124820, SerializeGatherableTextData=0.259317, BuildExportMap=0.231370, SortExportsNonSeekfree=4.904412, SortExportsSeekfreeConstructor=0.052582, SortExportsSeekfreeInner=36.177677, SortExportsSeekfree=0.006091, BuildDependencyMap=0.211719, SerializeImportMap=0.016052, SerializeExportMap=0.115685, SerializeDependencyMap=0.029612, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.155861, SerializeExports=46.836693, SerializeBulkData=0.008579, MoveFile=4.585587, UnaccountedTime=1.330096, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_37, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=6.021958, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.085518, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.241887, TagPackageExports=0.226665, BeginCacheForCookedPlatformData=0.002213, SerializeImports=0.659510, GatherLocalizableTextData=0.153877, MarkNames=0.009134, SerializeSummary=0.009686, SerializeNames=0.047326, SerializeGatherableTextData=0.004429, BuildExportMap=0.029337, SortExportsNonSeekfree=0.013836, SortExportsSeekfreeConstructor=0.007197, SortExportsSeekfreeInner=0.315227, SortExportsSeekfree=0.003044, BuildDependencyMap=0.008579, SerializeImportMap=0.007749, SerializeExportMap=0.005811, SerializeDependencyMap=0.001386, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.181828, SerializeExports=0.451114, SerializeBulkData=0.004705, MoveFile=3.244977, UnaccountedTime=1.103982, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_38, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=5.799998, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.122603, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.245482, TagPackageExports=36.291424, BeginCacheForCookedPlatformData=0.004981, SerializeImports=37.871704, GatherLocalizableTextData=23.775921, MarkNames=0.088837, SerializeSummary=0.014115, SerializeNames=0.125371, SerializeGatherableTextData=0.283677, BuildExportMap=0.225279, SortExportsNonSeekfree=5.098142, SortExportsSeekfreeConstructor=0.048432, SortExportsSeekfreeInner=35.817612, SortExportsSeekfree=0.006367, BuildDependencyMap=0.211164, SerializeImportMap=0.015777, SerializeExportMap=0.125092, SerializeDependencyMap=0.031549, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.172185, SerializeExports=47.232460, SerializeBulkData=0.008855, MoveFile=4.452467, UnaccountedTime=1.465984, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_39, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.109685, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.105996, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.272326, TagPackageExports=35.369820, BeginCacheForCookedPlatformData=0.007197, SerializeImports=37.058315, GatherLocalizableTextData=23.387074, MarkNames=0.094373, SerializeSummary=0.014115, SerializeNames=0.116237, SerializeGatherableTextData=0.272330, BuildExportMap=0.229154, SortExportsNonSeekfree=4.790943, SortExportsSeekfreeConstructor=0.055075, SortExportsSeekfreeInner=34.270538, SortExportsSeekfree=0.006642, BuildDependencyMap=0.218641, SerializeImportMap=0.016332, SerializeExportMap=0.125092, SerializeDependencyMap=0.030719, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.313333, SerializeExports=47.419270, SerializeBulkData=0.008579, MoveFile=4.473779, UnaccountedTime=1.311272, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_40, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.104432, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.082474, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.258766, TagPackageExports=35.994461, BeginCacheForCookedPlatformData=0.004705, SerializeImports=38.031116, GatherLocalizableTextData=24.352402, MarkNames=0.083305, SerializeSummary=0.014946, SerializeNames=0.112087, SerializeGatherableTextData=0.300005, BuildExportMap=0.176292, SortExportsNonSeekfree=5.550917, SortExportsSeekfreeConstructor=0.054520, SortExportsSeekfreeInner=36.604988, SortExportsSeekfree=0.006087, BuildDependencyMap=0.205632, SerializeImportMap=0.013009, SerializeExportMap=0.154708, SerializeDependencyMap=0.040129, SerializeStringAssetReferenceMap=0.006646, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.357060, SerializeExports=49.091713, SerializeBulkData=0.009686, MoveFile=4.562892, UnaccountedTime=1.429450, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_41, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=5.913745, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.094928, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.246312, TagPackageExports=0.196218, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.685252, GatherLocalizableTextData=0.147235, MarkNames=0.008300, SerializeSummary=0.009410, SerializeNames=0.047326, SerializeGatherableTextData=0.004705, BuildExportMap=0.029337, SortExportsNonSeekfree=0.013839, SortExportsSeekfreeConstructor=0.007194, SortExportsSeekfreeInner=0.335708, SortExportsSeekfree=0.002768, BuildDependencyMap=0.008579, SerializeImportMap=0.008304, SerializeExportMap=0.005536, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001110, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.177398, SerializeExports=0.446133, SerializeBulkData=0.004705, MoveFile=30.482292, UnaccountedTime=1.226034, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
