CookerStat, GenerateAssetRegistry=0.022590, Initialize=0.191852, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BA5FEB7E45EB21F435488CAA741D70EB__1_0_13123_0, StartTime=2016.06.01-13.04.01, HierarchicalDDC=, DataSize=458, Duration=4.251115, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_73, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C1434C2446CD874938B647B02FF1B49E__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=623, Duration=4.374899, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_76, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BB5859FF4C7DDFBD16875E91D0E8E9A0__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=485, Duration=4.177626, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_89, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_602267BB4446C0F43CDA66AAB2331B57__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=485, Duration=4.337549, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_74, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B22B87C443A501AEB8F6818AC42618DD__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=537, Duration=4.426699, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_86, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0F385E0F4972586F4950D1A6DD276C21__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=497, Duration=4.423086, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_77, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3DCD54804C1B06955097F2B6274D1CAA__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=587, Duration=4.229430, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_90, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_CF81CAD74AB1B4AFEC1696939492F5F3__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=2183, Duration=3.819827, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_75, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7D7E34B1456D255028D32DA463C384D4__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=535, Duration=4.814614, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_87, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_905134C348707EE7EABB1DB345295EE3__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=1736, Duration=4.371885, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_91, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9696C7324BBFDDDBB3848BAE20D40CD9__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=1125, Duration=4.701372, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_78, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C160429F4A18641AACF18CB6AAA544E9__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=547, Duration=3.521964, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_79, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6ED2A6D24DB9062F5B4EDC827555739E__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=385, Duration=4.329417, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_88, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BB1A0D084156A1923188E8AB6034E049__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=1139, Duration=4.259545, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_76, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_85DECA9D4D456B58FAED5C815E9CBF07__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=1884, Duration=5.329028, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_84, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B0937476482AFD47F8F180BEB93DE857__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=849, Duration=4.841722, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_92, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_262D77394CB717CA0E2C7C8B585F8B27__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=899, Duration=4.249908, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_80, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A7A632DD49C5F3E480B2ECB5FB0973C5__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=877, Duration=4.297797, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_89, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_531F41574B22B59F811626A3678A9136__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=637, Duration=4.113175, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_93, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1DEF904C4D71F559DD6E87844B3AC66E__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=385, Duration=4.423388, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_85, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D265E91C4AF5658029FB0695288809E5__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=385, Duration=3.421672, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_77, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0B5EFD7746D517F32AED9CA30804FE50__1_0_13123_0, StartTime=2016.06.01-13.04.50, HierarchicalDDC=, DataSize=404, Duration=4.696250, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
SavePackageTransactionIdB60E743C4C75B566094517B9195C86E7_0, Filename=F:/Work/WhisperOfALullaby/ChildrenAmongGiants-Dev/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Town.umap, AutoPackageBackupDelegate=363.906708, FlushAsyncLoading=0.008132, FlushStreamingFunc=0.105411, BlockTillAllRequestsFinished=0.006326, ResetLoadersForSaveUnMarkAllObjects=220.688934, TagPackageExports=20.081274, BeginCacheForCookedPlatformData=0.004821, SerializeImports=45.876480, GatherLocalizableTextData=180.517944, MarkNames=1.033038, SerializeSummary=0.028010, SerializeNames=4.001435, SerializeGatherableTextData=1.452576, BuildExportMap=0.515014, SortExportsNonSeekfree=7.998656, SortExportsSeekfreeConstructor=0.081018, SortExportsSeekfreeInner=106.985291, SortExportsSeekfree=0.008732, BuildDependencyMap=0.756256, SerializeImportMap=2.038665, SerializeExportMap=40.925735, SerializeDependencyMap=7.482439, SerializeStringAssetReferenceMap=0.008736, SaveThumbNailsAssetRegistryDataWorldLevelInfo=47.373028, SerializeExports=35108.691406, SerializeBulkData=674.723755, MoveFile=41.782284, UnaccountedTime=23.510479, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
SavePackageTransactionIdB60E743C4C75B566094517B9195C86E7_1, Filename=F:/Work/WhisperOfALullaby/ChildrenAmongGiants-Dev/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Town.umap, AutoPackageBackupDelegate=363.304047, FlushAsyncLoading=0.005722, FlushStreamingFunc=0.089146, BlockTillAllRequestsFinished=0.007529, ResetLoadersForSaveUnMarkAllObjects=66.617332, TagPackageExports=20.033993, BeginCacheForCookedPlatformData=0.004817, SerializeImports=31.620871, GatherLocalizableTextData=162.153076, MarkNames=0.934552, SerializeSummary=0.021983, SerializeNames=4.466455, SerializeGatherableTextData=1.569737, BuildExportMap=0.509590, SortExportsNonSeekfree=7.855900, SortExportsSeekfreeConstructor=0.067767, SortExportsSeekfreeInner=104.603577, SortExportsSeekfree=0.008736, BuildDependencyMap=0.771616, SerializeImportMap=1.420051, SerializeExportMap=38.287724, SerializeDependencyMap=9.070244, SerializeStringAssetReferenceMap=0.006929, SaveThumbNailsAssetRegistryDataWorldLevelInfo=18.867231, SerializeExports=35326.394531, SerializeBulkData=627.406433, MoveFile=58.543983, UnaccountedTime=1.880247, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_90, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BE05C5EA4CBFBD70B52F45B13E03C072__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=4.262559, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_81, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B456447849303DCE04616992486283C2__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.924217, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_94, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3E8407014C07DBC2492DDC9BC7B651DD__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.798928, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_78, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_23AE3DDD418F69AA5E7A5BA895079FAE__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.783270, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_86, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6B4D090843628CA18200A2B2CB0078E1__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.637798, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_91, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C8F43BEA4E9ADBA630274BB8D44960B0__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.653971, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_82, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2D33259C45941CC1C450D68C352D3904__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.547957, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_95, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_950413F64912B75F2AF67EA2446A7D75__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.881454, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_79, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_339184164A71BC71CA5D1D8C69444961__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.822721, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_87, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5E5B55184B336F85B3ABFE849DD2763C__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.853745, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_92, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E1EB862C48086A0E6F9824B07E8D2119__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.066076, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_96, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0D05DF25427405CDA58527BEFB42C0FB__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.655567, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_83, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_19DD41B648FB2A90FDCA04A7084A166D__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.860067, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_80, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_308008354E77DA1BE5FBBE8E3B8BBCD1__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.656476, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_88, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_055E2A604E59EF791712B298CA90CD5B__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.634791, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_97, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_09212EB747BF7F5FEF27B0B7BD7AD1DA__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.336230, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_93, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C3CA20894C09C802914A628641EECAE3__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.260633, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_84, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F20983BB43CCEAC76759599C1452DDA2__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.003126, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_81, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_51E9188545EE53941B85B9AAF1097D44__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.029330, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_89, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F124C81048043FD536E85F801BD4974D__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.013970, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_98, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4D607CE341211C43F91A5FBA852D4FB7__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.729660, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_94, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_246FAEA9465F1B5ABD457DA647AFA948__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.484106, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_85, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D7B60A4146FE18B2145561B1844C853C__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.630178, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_82, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B891F79F445BD0FF3C929EB4BAEA7FC9__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.279006, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_90, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D32B5B3F44A4AD798E7850BD1B6D6296__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.988370, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_99, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_139EA2D0434A25E880084B9FA193AFE3__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.669422, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_95, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_361824F54F887A7A23B2DAB6BD470338__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.036858, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_86, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D22D6B004C37C0438DE8B6903A824C16__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.169978, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_83, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_363679C3421356F88A286AA9607B31A9__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=2.610300, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_91, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1C28CBEE4B26B7FBF6A564A8C3816252__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=458, Duration=1.938373, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_100, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FC526A074155314F4A9F5288F422F12C__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=41930, Duration=4.072216, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_96, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_70068AC64AA06775C4843C9C5CBED7F5__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=23384, Duration=3.526781, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_87, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FAE01E77460FA23F7D67118800894D50__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=21968, Duration=3.638819, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_92, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F9DE59A140D768EF8094A4804FDD5AED__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=11455, Duration=3.692731, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_84, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3A7D3CCA4F84D60F1E1755B19454CC71__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=385, Duration=2.877444, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_101, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_07135850490EB51738B4F79F19B360AD__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=492, Duration=3.958367, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_97, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B432BCCA4F5217A6F3D8A586624C662B__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=14478, Duration=3.727671, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_88, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86BFBBF04C8C52AC57A2D08FFBCEE742__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=706, Duration=3.071703, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId3340189149B0B898869E51944A7F9113_85, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7E35A29C429428F787FBB1B345DCA4B3__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=1285, Duration=24.093554, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionId89658D7741EDEBF8B5F66887D9F34878_93, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_AA91B18E497E9E012E9ED1A098B84D31__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=2006, Duration=6.374713, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_102, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D8583D9449E7F9F99A4530A6BD1B01D4__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=1547, Duration=3.452394, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdBA947CEF4BCEC8283967ADA2C707C711_98, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A8A25EAA4C7CD2A98D360E99ACE70082__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=404, Duration=3.244277, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdB865317A4D263517271C61AEC01D40ED_89, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6A30728D412AF199653FF895A1538453__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=461, Duration=3.479797, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
DDCTransactionIdCD6B689C4FA9DA37898579BC0D1453DA_103, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0721D88F469D4C2E1119429C565D65C6__1_0_13123_0, StartTime=2016.06.01-13.08.01, HierarchicalDDC=, DataSize=922, Duration=2.897322, RunGuid=RunID1A8723304741E4B91CD08DA7AB003F10
